Rank	Movie	Release Date	Theatrical Distributor	MPAA Rating	Gross	Tickets Sold	Gender
66	Ek Aur Ek Gyarah	2003-03-28	Eros Entertainment	Not Rated	$132,498	21,973	Comedy
67	Green Card Fever	2003-08-22		Not Rated	$125,596	20,828	Comedy
68	Almost Salinas	2003-05-09		PG	$120,011	19,902	Comedy
69	A Woman is a Woman	2003-05-16		Not Rated	$99,658	16,527	Comedy
70	Igby Goes Down	2002-09-13	MGM	R	$95,962	15,914	Comedy
71	Babí léto	2003-08-22	First Look	PG-13	$90,644	15,032	Comedy
72	30 Years to Life	2002-06-07		R	$86,291	14,310	Comedy
73	Tadpole	2002-07-19	Miramax	PG-13	$80,395	13,332	Comedy
74	Modern Times	1936-02-05	Kino International	G	$75,623	12,541	Comedy
75	Monty Python and the Holy G…	1975-05-10		PG	$62,773	10,410	Comedy
76	The Man from Elysian Fields	2002-09-27	Samuel Goldwyn Films	R	$33,891	5,620	Comedy
77	Hotel	2003-07-25		Not Rated	$28,839	4,782	Comedy
78	Teknolust	2003-08-22		R	$28,811	4,777	Comedy
79	18 ans après	2003-05-02		Not Rated	$25,611	4,247	Comedy
80	Nine Dead Gay Guys	2003-10-17	TLA Releasing	R	$23,545	3,904	Comedy
81	Mostly Martha (Drei Sterne)	2002-08-16	Paramount Vantage	PG	$21,058	3,492	Comedy
82	The Anarchist Cookbook	2003-07-18	Innovation Film G…	R	$14,369	2,382	Comedy
83	Martin and Orloff	2003-11-07	Spit and Glue	Not Rated	$13,409	2,223	Comedy
84	The Work and the Story	2003-10-03	Off-Hollywood Dis…	Not Rated	$8,211	1,361	Comedy
85	Da wan	2003-01-17	Sony Pictures Cla…	PG	$646	107	Comedy
86	The Producers	1968-03-18		Not Rated	$565	93	Comedy
1	Meet the Fockers	2004-12-22	Universal	PG-13	$162,461,370	26,161,251	Comedy
2	Dodgeball: A True Underdog …	2004-06-18	20th Century Fox	PG-13	$114,326,736	18,410,102	Comedy
3	Starsky & Hutch	2004-03-05	Warner Bros.	PG-13	$88,200,225	14,202,934	Comedy
4	Mean Girls	2004-04-30	Paramount Pictures	PG-13	$86,047,227	13,856,236	Comedy
5	Anchorman: The Legend of Ro…	2004-07-09	Dreamworks SKG	PG-13	$84,136,909	13,548,616	Comedy
6	Christmas with the Kranks	2004-11-24	Sony Pictures	PG	$73,077,009	11,767,634	Comedy
7	White Chicks	2004-06-23	Sony Pictures	PG-13	$69,148,997	11,135,104	Comedy
8	Barbershop 2: Back in Business	2004-02-06	MGM	PG-13	$65,070,412	10,478,327	Comedy
9	Without a Paddle	2004-08-20	Paramount Pictures	PG-13	$58,107,982	9,357,162	Comedy
10	Cheaper by the Dozen	2003-12-25	20th Century Fox	PG	$52,994,449	8,533,727	Comedy
11	Napoleon Dynamite	2004-06-11	Fox Searchlight	PG	$44,411,050	7,151,537	Comedy
12	Raising Helen	2004-05-28	Walt Disney	PG-13	$37,485,528	6,036,316	Comedy
13	Eternal Sunshine of the Spo…	2004-03-19	Focus Features	R	$34,366,518	5,534,060	Comedy
14	Fat Albert	2004-12-25	20th Century Fox	PG	$33,325,622	5,366,444	Comedy
15	Team America: World Police	2004-10-15	Paramount Pictures	R	$32,749,828	5,273,724	Comedy
16	Johnson Family Vacation	2004-04-07	Fox Searchlight	PG-13	$31,203,964	5,024,792	Comedy
17	Spanglish	2004-12-17	Sony Pictures	PG-13	$31,001,588	4,992,204	Comedy
18	Confessions of a Teenage Dr…	2004-02-20	Walt Disney	PG	$29,331,068	4,723,199	Comedy
19	Jersey Girl	2004-03-26	Miramax	PG-13	$25,266,129	4,068,619	Comedy
20	Calendar Girls	2003-12-19	Walt Disney	PG-13	$24,058,422	3,874,142	Comedy
21	Ella Enchanted	2004-04-09	Miramax	PG	$22,913,677	3,689,803	Comedy
22	Mr. 3000	2004-09-17	Walt Disney	PG-13	$21,800,302	3,510,515	Comedy
23	Life of Brian	1979-08-17	Warner Bros.	R	$19,904,244	3,205,192	Comedy
24	Harold & Kumar Go to White …	2004-07-30	New Line	R	$18,225,165	2,934,809	Comedy
25	Eurotrip	2004-02-20	Dreamworks SKG	R	$17,718,223	2,853,176	Comedy
26	My Baby's Daddy	2004-01-09	Miramax	PG-13	$17,321,573	2,789,303	Comedy
27	The Whole Ten Yards	2004-04-09	Warner Bros.	PG-13	$16,323,969	2,628,658	Comedy
28	The Life Aquatic with Steve…	2004-12-10	Walt Disney	R	$14,794,828	2,382,419	Comedy
29	Welcome to Mooseport	2004-02-20	20th Century Fox	PG-13	$14,469,428	2,330,020	Comedy
30	New York Minute	2004-05-07	Warner Bros.	PG	$14,018,364	2,257,385	Comedy
31	Soul Plane	2004-05-28	MGM	R	$13,922,211	2,241,901	Comedy
32	Envy	2004-04-30	Dreamworks SKG	PG-13	$13,548,322	2,181,694	Comedy
33	Shaun of the Dead	2004-09-24	Focus/Rogue Pictures	R	$13,542,874	2,180,817	Comedy
34	Alfie	2004-11-05	Paramount Pictures	R	$13,386,312	2,155,605	Comedy
35	I Heart Huckabees	2004-10-01	Fox Searchlight	R	$12,596,975	2,028,498	Comedy
36	The Cookout	2004-09-03	Lionsgate	PG-13	$11,540,112	1,858,311	Comedy
37	Surviving Christmas	2004-10-22	Dreamworks SKG	PG-13	$11,198,345	1,803,276	Comedy
38	The Perfect Score	2004-01-30	Paramount Pictures	PG-13	$10,387,706	1,672,738	Comedy
39	Saved!	2004-05-28	MGM	PG-13	$8,886,160	1,430,943	Comedy
40	Connie and Carla	2004-04-16	Universal	PG-13	$8,047,525	1,295,897	Comedy
41	The Big Bounce	2004-01-30	Warner Bros.	PG-13	$6,471,394	1,042,092	Comedy
42	Club Dread	2004-02-27	Fox Searchlight	R	$5,001,655	805,419	Comedy
43	A Day Without a Mexican	2004-05-14	Televisa Cine	R	$4,180,870	673,247	Comedy
44	Good Bye, Lenin!	2004-02-27	Sony Pictures Cla…	R	$4,063,859	654,405	Comedy
45	Camping Sauvage	2004-07-16	Alliance Atlantis	Not Rated	$3,479,302	560,274	Comedy
46	Stuck On You	2003-12-12	20th Century Fox	PG-13	$3,111,335	501,020	Comedy
47	Elf	2003-11-07	New Line	PG	$2,560,874	412,379	Comedy
48	Bon Voyage	2004-03-19	Sony Pictures	PG-13	$2,353,728	379,022	Comedy
49	Dans une galaxie près de ch…	2004-04-16	Distributor Unknown	Not Rated	$2,164,047	348,477	Comedy
50	Coffee and Cigarettes	2004-05-14	MGM	R	$1,971,135	317,413	Comedy
51	La Grande Seduction	2003-07-11	Odeon Films	Not Rated	$1,805,592	290,755	Comedy
52	A Dirty Shame	2004-09-17	Fine Line	NC-17	$1,339,668	215,727	Comedy
53	The Best Two Years	2004-02-20	Halestorm Enterta…	PG	$1,163,450	187,351	Comedy
54	School of Rock	2003-10-03	Paramount Pictures	PG-13	$1,029,147	165,724	Comedy
55	Bright Young Things	2004-08-20	ThinkFilm	R	$933,637	150,344	Comedy
56	Intermission	2004-03-19	IFC Films	R	$889,857	143,294	Comedy
57	Shaolin Soccer	2004-04-02	Miramax	PG-13	$488,872	78,723	Comedy
58	The Last Shot	2004-09-24	Walt Disney	R	$463,730	74,674	Comedy
59	Scary Movie 3	2003-10-24	Miramax/Dimension	PG-13	$436,687	70,319	Comedy
60	National Lampoon's Gold Dig…	2004-09-17	P&A Releasing	PG-13	$392,000	63,123	Comedy
61	How to Get the Man's Foot O…	2004-05-28	Sony Pictures Cla…	R	$365,248	58,816	Comedy
62	She Hate Me	2004-07-30	Sony Pictures	R	$365,134	58,797	Comedy
63	Kitchen Stories	2004-02-20	IFC Films	PG	$349,315	56,250	Comedy
64	Hair Show	2004-10-15	Innovation Film G…	PG-13	$302,990	48,790	Comedy
65	Under the Tuscan Sun	2003-09-26	Walt Disney	PG-13	$278,502	44,847	Comedy
66	Los novios búlgaros	2004-04-30	TLA Releasing	Not Rated	$249,530	40,181	Comedy
67	Wilbur Wants to Kill Himself	2004-03-12	ThinkFilm	R	$233,053	37,528	Comedy
68	In Good Company	2004-12-29	Universal	PG-13	$225,031	36,236	Comedy
69	Remember Me, My Love	2004-09-03	IDP Distribution	Not Rated	$223,878	36,051	Comedy
70	Pride and Prejudice	2003-12-05	Excel Entertainment	PG	$216,326	34,835	Comedy
71	Tais Toi	2004-03-26		Not Rated	$205,358	33,068	Comedy
72	The Home Teachers	2004-01-09	Halestorm Enterta…	PG	$202,268	32,571	Comedy
73	Danny Deckchair	2004-08-11	Lionsgate	PG-13	$159,279	25,648	Comedy
74	Two Men Went to War	2004-03-26	Indican Pictures	PG	$149,104	24,010	Comedy
75	Baptists At Our Barbecue	2004-11-05	Film Movement	PG	$133,128	21,437	Comedy
76	Pieces of April	2003-10-17	MGM	PG-13	$121,992	19,644	Comedy
77	The Lost Skeleton of Cadavra	2004-02-06		PG	$110,536	17,799	Comedy
78	Hulchul	2004-11-26		Not Rated	$108,952	17,544	Comedy
79	Ha-Kochavim Shel Shlomi	2004-07-02	Strand	Not Rated	$107,063	17,240	Comedy
80	Modern Times	1936-02-05	Kino International	G	$87,622	14,109	Comedy
81	Annie Brocoli dans les fond…	2003-12-19		Not Rated	$82,516	13,287	Comedy
82	My Mother Likes Women	2004-05-21	Norador Productions	Not Rated	$81,883	13,185	Comedy
83	The Seagull's Laughter	2004-02-13	Cinema Guild	Not Rated	$72,527	11,679	Comedy
84	Hollywood Buddha	2004-09-24	Northern Arts Ent…	Not Rated	$72,115	11,612	Comedy
85	Eulogy	2004-10-15	Artisan	R	$70,527	11,357	Comedy
86	Cachorro	2004-11-05	TLA Releasing	R	$66,096	10,643	Comedy
87	Un couple épatant	2004-02-06	Magnolia Pictures	Not Rated	$47,602	7,665	Comedy
88	Freaky Friday	2003-08-06	Walt Disney	PG	$41,933	6,752	Comedy
89	Justice	2004-05-14	Jujitsu Films	Not Rated	$39,895	6,424	Comedy
90	Vodka Lemon	2004-10-08	New Yorker	Not Rated	$37,956	6,112	Comedy
91	Sex is Comedy	2004-10-20	IFC Films	Not Rated	$37,212	5,992	Comedy
92	Showboy	2004-04-09	Regent Releasing	Not Rated	$34,646	5,579	Comedy
93	Cowboys and Angels	2004-09-17	TLA Releasing	PG	$33,700	5,426	Comedy
94	Last Life in the Universe	2004-08-06		R	$31,747	5,112	Comedy
95	Chooch	2004-08-27	Artistic License	R	$30,792	4,958	Comedy
96	The Raspberry Reich	2004-09-24	Strand	Not Rated	$30,379	4,891	Comedy
97	Bubba Ho-Tep	2003-09-19	Vitagraph Films	R	$29,865	4,809	Comedy
98	A Foreign Affair	2004-05-07	Innovation Film G…	PG-13	$27,516	4,430	Comedy
99	A Fish Without a Bicycle	2004-10-22	Newmark/Echelon Ent.	R	$26,642	4,290	Comedy
100	Fear and Trembling	2004-11-19	Cinema Guild	Not Rated	$23,965	3,859	Comedy
101	Frankie & Johnny Are Married	2004-05-28	IFC Films	R	$22,900	3,687	Comedy
102	Dopo mezzanotte	2004-12-03	Avatar	Not Rated	$21,829	3,515	Comedy
103	Martin and Orloff	2003-11-07	Spit and Glue	Not Rated	$20,813	3,351	Comedy
104	Merci Docteur Rey	2004-09-17	Regent Releasing	Not Rated	$19,590	3,154	Comedy
105	Straight-Jacket	2004-11-26	Regent Releasing	Not Rated	$16,511	2,658	Comedy
106	You, I Love (Ya lyublu tebya)	2004-11-19	Picture This Ente…	Not Rated	$16,456	2,649	Comedy
107	Off the Lip	2004-05-07	Hannover House	R	$14,773	2,378	Comedy
108	Party Monster	2003-08-29	ContentFilm	R	$11,511	1,853	Comedy
109	The Singing Detective	2003-10-24	Paramount Pictures	R	$9,142	1,472	Comedy
110	Wasabi Tuna	2004-05-07	Indican Pictures	R	$7,950	1,280	Comedy
111	The Work and the Story	2003-10-03	Off-Hollywood Dis…	Not Rated	$7,926	1,276	Comedy
112	My Wife Maurice	2004-08-27	TLA Releasing	Not Rated	$3,657	588	Comedy
113	Stella Street	2004-10-22	Strand	R	$2,574	414	Comedy
114	The Green Butchers	2004-12-10	Newmarket Films	R	$2,483	399	Comedy
115	Manna From Heaven	2002-08-02	Five Sisters Prod…	PG	$2,350	378	Comedy
116	Nine Dead Gay Guys	2003-10-17	TLA Releasing	R	$2,143	345	Comedy
117	Babí léto	2003-08-22	First Look	PG-13	$1,846	297	Comedy
118	What Boys Like	2004-02-27		R	$955	153	Comedy
119	800 balas	2004-10-29	TLA Releasing	R	$866	139	Comedy
1	Wedding Crashers	2005-07-15	New Line	R	$209,218,368	32,639,370	Comedy
2	The Longest Yard	2005-05-27	Paramount Pictures	PG-13	$158,119,460	24,667,622	Comedy
3	Meet the Fockers	2004-12-22	Universal	PG-13	$116,706,205	18,206,896	Comedy
4	The Pacifier	2005-03-04	Walt Disney	PG	$113,006,880	17,629,778	Comedy
5	The 40 Year-old Virgin	2005-08-19	Universal	R	$109,449,237	17,074,763	Comedy
6	Monster-in-Law	2005-05-13	New Line	PG-13	$82,931,301	12,937,800	Comedy
7	The Dukes of Hazzard	2005-08-05	Warner Bros.	PG-13	$80,270,227	12,522,656	Comedy
8	Guess Who	2005-03-25	Sony Pictures	PG-13	$68,915,888	10,751,308	Comedy
9	Bewitched	2005-06-24	Sony Pictures	PG-13	$63,313,159	9,877,247	Comedy
10	Fun With Dick And Jane	2005-12-21	Sony Pictures	PG-13	$60,104,858	9,376,732	Comedy
11	Be Cool	2005-03-04	MGM	PG-13	$55,849,401	8,712,855	Comedy
12	Kicking and Screaming	2005-05-13	Universal	PG	$52,842,724	8,243,794	Comedy
13	Yours, Mine and Ours	2005-11-23	Paramount Pictures	PG	$50,733,384	7,914,724	Comedy
14	Miss Congeniality 2: Armed …	2005-03-24	Warner Bros.	PG-13	$48,478,006	7,562,871	Comedy
15	In Good Company	2004-12-29	Universal	PG-13	$45,264,721	7,061,578	Comedy
16	The Family Stone	2005-12-16	20th Century Fox	PG-13	$44,169,641	6,890,739	Comedy
17	Beauty Shop	2005-03-30	MGM	PG-13	$36,351,350	5,671,037	Comedy
18	The Bad News Bears	2005-07-22	Paramount Pictures	PG-13	$32,868,349	5,127,667	Comedy
19	Because of Winn-Dixie	2005-02-18	20th Century Fox	PG	$32,647,042	5,093,142	Comedy
20	Rumor Has It	2005-12-25	Warner Bros.	PG-13	$24,440,035	3,812,797	Comedy
21	Ice Princess	2005-03-18	Walt Disney	G	$24,381,334	3,803,640	Comedy
22	Deuce Bigalow: European Gigolo	2005-08-12	Sony Pictures	R	$22,400,154	3,494,563	Comedy
23	The Ringer	2005-12-23	Fox Searchlight	PG-13	$19,782,053	3,086,123	Comedy
24	Man of the House	2005-02-25	Sony Pictures	PG-13	$19,699,706	3,073,277	Comedy
25	Roll Bounce	2005-09-23	Fox Searchlight	PG-13	$17,377,282	2,710,964	Comedy
26	Rebound	2005-07-01	20th Century Fox	PG	$16,809,014	2,622,311	Comedy
27	Waiting...	2005-10-07	Lionsgate	R	$16,124,543	2,515,529	Comedy
28	Fat Albert	2004-12-25	20th Century Fox	PG	$14,788,934	2,307,165	Comedy
29	The Honeymooners	2005-06-10	Paramount Pictures	PG-13	$12,834,849	2,002,316	Comedy
30	Spanglish	2004-12-17	Sony Pictures	PG-13	$11,042,733	1,722,735	Comedy
31	In the Mix	2005-11-23	Lionsgate	PG-13	$10,223,896	1,594,991	Comedy
32	The Life Aquatic with Steve…	2004-12-10	Walt Disney	R	$9,211,898	1,437,113	Comedy
33	The Man	2005-09-09	New Line	PG-13	$8,330,720	1,299,644	Comedy
34	Millions	2005-03-11	Fox Searchlight	PG-13	$6,584,159	1,027,169	Comedy
35	The Aristocrats	2005-07-29	ThinkFilm	Not Rated	$6,361,554	992,442	Comedy
36	Kiss Kiss, Bang Bang	2005-10-21	Warner Bros.	R	$4,210,358	656,842	Comedy
37	King's Ransom	2005-04-22	New Line	PG-13	$4,008,527	625,355	Comedy
38	Me and You and Everyone We …	2005-06-17	IFC Films	R	$3,885,134	606,105	Comedy
39	Melinda and Melinda	2005-03-18	Fox Searchlight	PG-13	$3,826,280	596,923	Comedy
40	El Vacilón: The Movie	2005-10-21	Freestyle Releasing	R	$1,693,256	264,158	Comedy
41	Salaam Namaste	2005-09-09	Yash Raj Films	Not Rated	$1,411,065	220,134	Comedy
42	Thumbsucker	2005-09-16	Sony Pictures Cla…	R	$1,328,679	207,282	Comedy
43	Saving Face	2005-05-27	Sony Pictures Cla…	R	$1,187,266	185,220	Comedy
44	Après vous...	2005-06-03	Paramount Vantage	R	$830,292	129,530	Comedy
45	The Thing About My Folks	2005-09-16	Picturehouse	PG-13	$815,101	127,160	Comedy
46	Saint Ralph	2005-08-05	Samuel Goldwyn Films	PG-13	$795,126	124,044	Comedy
47	No Entry	2005-08-26	Eros Entertainment	Not Rated	$678,000	105,772	Comedy
48	Christmas with the Kranks	2004-11-24	Sony Pictures	PG	$624,893	97,487	Comedy
49	Schultze Gets the Blues	2005-02-18	Paramount Vantage	PG	$595,071	92,834	Comedy
50	Bluff Master	2005-12-16	UTV Communications	Not Rated	$578,732	90,285	Comedy
51	Mrs. Henderson Presents	2005-12-09	Weinstein Co.	R	$422,094	65,849	Comedy
52	Mobsters and Mormons	2005-09-09	Halestorm Enterta…	PG	$409,604	63,900	Comedy
53	A Wake in Providence	2005-04-15	Indican Pictures	R	$393,835	61,440	Comedy
54	Shaadi No. 1	2005-11-03	Eros Entertainment	Not Rated	$336,772	52,538	Comedy
55	Pretty Persuasion	2005-08-12	Samuel Goldwyn Films	R	$305,688	47,689	Comedy
56	Christmas in the Clouds	2005-11-04	Slowhand Cinema	PG	$279,225	43,560	Comedy
57	Up & Down	2005-02-25	Sony Pictures Cla…	R	$244,105	38,081	Comedy
58	Nina's Tragedies	2005-03-25	WellSpring	Not Rated	$238,487	37,205	Comedy
59	Down and Derby	2005-04-15	Freestyle Releasing	PG	$231,609	36,132	Comedy
60	El abrazo partido	2005-01-28	New Yorker	Not Rated	$189,836	29,615	Comedy
61	I Heart Huckabees	2004-10-01	Fox Searchlight	R	$187,738	29,288	Comedy
62	Uncle Nino	2005-02-11	Lange	PG	$175,000	27,301	Comedy
63	Eating Out	2005-03-18	Ariztical Enterta…	Not Rated	$155,212	24,214	Comedy
64	Dirty Deeds	2005-08-26	Freestyle Releasing	PG-13	$152,665	23,816	Comedy
65	The Boys from County Clare	2005-03-11	First Look	R	$140,872	21,976	Comedy
66	Cote d'Azur	2005-09-09	Strand	Not Rated	$140,133	21,861	Comedy
67	Napoleon Dynamite	2004-06-11	Fox Searchlight	PG	$129,906	20,266	Comedy
68	5×2	2005-06-10	ThinkFilm	R	$128,752	20,086	Comedy
69	Garcon Stupide	2005-09-16	Picture This Ente…	Not Rated	$124,477	19,419	Comedy
70	Sons of Provo	2005-02-04	Halestorm Enterta…	PG	$120,488	18,796	Comedy
71	Fear and Trembling	2004-11-19	Cinema Guild	Not Rated	$102,106	15,929	Comedy
72	Ek Khiladi Ek Haseena	2005-11-18	Eros Entertainment	Not Rated	$90,869	14,176	Comedy
73	Torremolinos 73	2005-04-15	First Run Features	Not Rated	$87,385	13,632	Comedy
74	Funny Ha Ha	2005-04-29	Goodbye Cruel Rel…	Not Rated	$77,070	12,023	Comedy
75	The Syrian Bride	2005-11-16	Koch Lorber Films	Not Rated	$68,442	10,677	Comedy
76	The Talent Given Us	2005-06-17	Vitagraph Films	Not Rated	$66,014	10,298	Comedy
77	Mail Order Wife	2005-03-11	First Independent…	R	$62,387	9,732	Comedy
78	Dorian Blues	2005-09-23	TLA Releasing	Not Rated	$60,809	9,486	Comedy
79	Home Delivery	2005-12-02	Eros Entertainment	Not Rated	$58,499	9,126	Comedy
80	Le Vieil homme et l enfant	1968-02-19	Cinema V	Not Rated	$50,710	7,911	Comedy
81	Without a Paddle	2004-08-20	Paramount Pictures	PG-13	$48,453	7,558	Comedy
82	Blackball	2005-02-09	First Look	R	$48,000	7,488	Comedy
83	Never Been Thawed	2005-04-15	Indican Pictures	R	$47,219	7,366	Comedy
84	Manna From Heaven	2002-08-02	Five Sisters Prod…	PG	$46,822	7,304	Comedy
85	You, I Love (Ya lyublu tebya)	2004-11-19	Picture This Ente…	Not Rated	$44,218	6,898	Comedy
86	Baptists At Our Barbecue	2004-11-05	Film Movement	PG	$39,978	6,236	Comedy
87	Margaret Cho: Assassin	2005-09-02	Regent Releasing	Not Rated	$39,652	6,185	Comedy
88	Le Grand Role	2005-05-06	First Run Features	Not Rated	$36,407	5,679	Comedy
89	Jiminy Glick in Lalawood	2005-05-06	MGM	R	$36,039	5,622	Comedy
90	Dirty Love	2005-09-23	First Look	R	$35,657	5,562	Comedy
91	Cachorro	2004-11-05	TLA Releasing	R	$33,165	5,173	Comedy
92	Kamikaze Girls	2005-09-09	Viz Pictures	Not Rated	$29,500	4,602	Comedy
93	Straight-Jacket	2004-11-26	Regent Releasing	Not Rated	$28,952	4,516	Comedy
94	Dopo mezzanotte	2004-12-03	Avatar	Not Rated	$28,640	4,468	Comedy
95	Wasabi Tuna	2004-05-07	Indican Pictures	R	$27,896	4,351	Comedy
96	Ellie Parker	2005-11-11	Strand	Not Rated	$27,762	4,331	Comedy
97	National Lampoon's Barely L…	2005-10-21	Sony Pictures	R	$26,511	4,135	Comedy
98	Sequins	2005-05-27	New Yorker	Not Rated	$25,880	4,037	Comedy
99	Vodka Lemon	2004-10-08	New Yorker	Not Rated	$25,716	4,011	Comedy
100	Cape of Good Hope	2005-11-11	Artistic License	PG-13	$25,325	3,950	Comedy
101	Drivers Wanted	2005-06-24	Indican Pictures	Not Rated	$25,189	3,929	Comedy
102	Team America: World Police	2004-10-15	Paramount Pictures	R	$25,006	3,901	Comedy
103	Sex, Politics & Cocktails	2005-05-20	Regent Releasing	Not Rated	$22,770	3,552	Comedy
104	Screen Door Jesus	2005-09-30	Indican Pictures	R	$21,445	3,345	Comedy
105	Bigger Than the Sky	2005-02-18	MGM	PG-13	$20,149	3,143	Comedy
106	The Reception	2005-07-15	Strand	Not Rated	$18,389	2,868	Comedy
107	La Grande Seduction	2003-07-11	Odeon Films	Not Rated	$17,546	2,737	Comedy
108	Night of Henna	2005-03-04	Illuminare	Not Rated	$17,064	2,662	Comedy
109	Jigureul Jikyeora! (Save th…	2005-04-22	Koch Lorber Films	Not Rated	$15,516	2,420	Comedy
110	Formula 17	2005-08-26	Strand	Not Rated	$15,427	2,406	Comedy
111	CSA: The Confederate States…	2005-10-07	IFC Films	PG-13	$14,661	2,287	Comedy
112	A Tale of Two Pizzas	2005-02-11	Cockeyed Caravan	PG	$14,305	2,231	Comedy
113	Duane Hopwood	2005-11-11	IFC Films	R	$13,510	2,107	Comedy
114	Go For Zucker	2005-12-09	First Run Features	Not Rated	$13,490	2,104	Comedy
115	A Halfway House Christmas	2005-12-16	Lumpy Rock	Not Rated	$12,405	1,935	Comedy
116	All Babes Want to Kill Me	2005-02-16	High Cotton Films	PG-13	$11,975	1,868	Comedy
117	Winning Girls Through Psych…	2005-04-14	Psychic Girls	Not Rated	$11,089	1,729	Comedy
118	One More Round	2005-02-25	Silver Plane Films	Not Rated	$10,629	1,658	Comedy
119	Alfie	2004-11-05	Paramount Pictures	R	$9,627	1,501	Comedy
120	My Big Fat Independent Movie	2005-09-30	Big Fat Movies	R	$4,655	726	Comedy
121	The Helix…Loaded	2005-03-18	Romar	R	$3,700	577	Comedy
122	A Hole in My Heart	2005-04-08	Newmarket Films	Not Rated	$3,306	515	Comedy
123	I Love Your Work	2005-11-04	ThinkFilm	R	$3,264	509	Comedy
124	Sex is Comedy	2004-10-20	IFC Films	Not Rated	$3,062	477	Comedy
125	Sex Sells: The Making of To…	2005-02-25	HB Filmworks	R	$2,386	372	Comedy
126	Two Men Went to War	2004-03-26	Indican Pictures	PG	$1,104	172	Comedy
127	The Raspberry Reich	2004-09-24	Strand	Not Rated	$832	129	Comedy
128	Spooky House	2002-04-19		PG	$300	46	Comedy
1	Talladega Nights: The Balla…	2006-08-04	Sony Pictures	PG-13	$148,213,377	22,627,996	Comedy
2	Click	2006-06-23	Sony Pictures	PG-13	$137,355,633	20,970,325	Comedy
3	Borat	2006-11-03	20th Century Fox	R	$125,601,414	19,175,788	Comedy
4	The Devil Wears Prada	2006-06-30	20th Century Fox	PG-13	$124,740,460	19,044,345	Comedy
5	Scary Movie 4	2006-04-14	Weinstein/Dimension	PG-13	$90,710,620	13,848,949	Comedy
6	Nacho Libre	2006-06-16	Paramount Pictures	PG	$80,197,993	12,243,968	Comedy
7	You, Me and Dupree	2006-07-14	Universal	PG-13	$75,802,010	11,572,825	Comedy
8	Big Momma's House 2	2006-01-27	20th Century Fox	PG-13	$70,165,972	10,712,362	Comedy
9	Madea's Family Reunion	2006-02-24	Lionsgate	PG-13	$63,257,940	9,657,700	Comedy
10	The Shaggy Dog	2006-03-10	Walt Disney	PG	$61,123,569	9,331,842	Comedy
11	The Benchwarmers	2006-04-07	Sony Pictures	PG-13	$59,843,754	9,136,450	Comedy
12	Little Miss Sunshine	2006-07-26	Fox Searchlight	R	$59,489,083	9,082,302	Comedy
13	Little Man	2006-07-14	Sony Pictures	PG-13	$58,636,047	8,952,068	Comedy
14	Fun With Dick And Jane	2005-12-21	Sony Pictures	PG-13	$50,445,142	7,701,548	Comedy
15	Date Movie	2006-02-17	20th Century Fox	PG-13	$48,548,426	7,411,973	Comedy
16	Stranger Than Fiction	2006-11-10	Sony Pictures	PG-13	$40,435,190	6,173,311	Comedy
17	Last Holiday	2006-01-13	Paramount Pictures	PG-13	$38,399,961	5,862,589	Comedy
18	Man of the Year	2006-10-13	Universal	PG-13	$37,442,180	5,716,363	Comedy
19	Accepted	2006-08-18	Universal	PG-13	$36,580,083	5,584,745	Comedy
20	Deck the Halls	2006-11-22	20th Century Fox	PG	$34,753,961	5,305,948	Comedy
21	Employee of the Month	2006-10-06	Lionsgate	PG-13	$28,444,855	4,342,725	Comedy
22	Stick It	2006-04-28	Walt Disney	PG-13	$26,910,736	4,108,509	Comedy
23	Clerks II	2006-07-21	MGM	R	$24,148,068	3,686,727	Comedy
24	ATL	2006-03-31	Warner Bros.	PG-13	$21,170,563	3,232,147	Comedy
25	A Prairie Home Companion	2006-06-09	Picturehouse	PG-13	$20,342,852	3,105,778	Comedy
26	Beerfest	2006-08-25	Warner Bros.	R	$19,185,184	2,929,035	Comedy
27	Aquamarine	2006-03-03	20th Century Fox	PG	$18,597,342	2,839,288	Comedy
28	Rumor Has It	2005-12-25	Warner Bros.	PG-13	$18,556,105	2,832,993	Comedy
29	School for Scoundrels	2006-09-29	MGM	PG-13	$17,807,569	2,718,712	Comedy
30	The Family Stone	2005-12-16	20th Century Fox	PG-13	$15,893,227	2,426,446	Comedy
31	Larry the Cable Guy: Health…	2006-03-24	Lionsgate	PG-13	$15,680,099	2,393,908	Comedy
32	The Ringer	2005-12-23	Fox Searchlight	PG-13	$15,646,622	2,388,797	Comedy
33	Friends with Money	2006-04-07	Sony Pictures Cla…	R	$13,368,437	2,040,982	Comedy
34	Bon Cop, Bad Cop	2006-08-04	Alliance Atlantis	Not Rated	$12,671,300	1,934,549	Comedy
35	Material Girls	2006-08-18	MGM	PG	$11,449,638	1,748,036	Comedy
36	Mrs. Henderson Presents	2005-12-09	Weinstein Co.	R	$10,614,272	1,620,499	Comedy
37	Tenacious D in: The Pick of…	2006-11-22	New Line	R	$8,334,575	1,272,454	Comedy
38	Running With Scissors	2006-10-20	Sony Pictures	R	$6,860,000	1,047,328	Comedy
39	Grandma’s Boy	2006-01-06	20th Century Fox	R	$6,090,172	929,797	Comedy
40	For Your Consideration	2006-11-17	Warner Independent	PG-13	$5,414,596	826,655	Comedy
41	Volver	2006-11-03	Sony Pictures Cla…	R	$4,753,067	725,659	Comedy
42	La science des rêves	2006-09-22	Warner Independent	R	$4,670,644	713,075	Comedy
